Player,Tm,FantPos,G,Pass Cmp,Pass Att,Pass Yds,Pass TD,Int,Rush Att,Rush Yds,Y/A,Rush TD,Tgt,Rec,Rec Yds,Y/R,Rec TD,Fmb,FL,Tot TD,2PM,2PP,FantPt,PPR,VBD,PosRk,OvRk,Opponent_15,Location_15,PointsAllowed_15,GameCompetitiveness_15,Opponent_16,Location_16,PointsAllowed_16,GameCompetitiveness_16,Opponent_17,Location_17,PointsAllowed_17,GameCompetitiveness_17,Partition,Proj Std Pts,Proj_Std_15,Proj_Std_16,Proj_Std_17,Proj PPR Pts,Proj_PPR_15,Proj_PPR_16,Proj_PPR_17
Lamar Jackson,BAL,QB,10,19.9,28.8,266.9,2.4,0.2,9.1,53.8,5.91,0.2,0,0,0,0,0,0.6,0.4,0.2,0.1,0,25.9,25.9,107,1,1,NYG,0,17.2,0.7302632,PIT,1,11.2,0.5328947,HOU,0,16.2,0.7434211,Train,25.880268802,24.438261517,24.068524675,24.339577307,25.847513297,24.409600451,24.039863609,24.31091624
Derrick Henry,BAL,RB,10,0,0,0,0,0,18.4,112,6.09,1.2,1.2,1,9.6,9.6,0.2,0.2,0,1.4,0,0,20.6,21.6,102,1,2,NYG,0,18.4,0.7302632,PIT,1,16.6,0.5328947,HOU,0,15.2,0.7434211,Test,20.565121954,19.907508026,19.957771184,19.588823815,21.600730767,20.813665737,20.863928895,20.494981527
Saquon Barkley,PHI,RB,10,0,0,0,0,0,19.7,113.7,5.77,0.8,2.9,2.3,21,9.13,0.2,0.1,0.1,1,0.2,0,19.7,22,93,2,3,PIT,1,16.6,0.6254826,WAS,0,20.2,0.8532819,DAL,1,22.4,1.1119691,Train,19.629903547,19.148713866,19.281493789,19.777362514,21.960030704,21.187575128,21.320355051,21.816223777
Ja'Marr Chase,CIN,WR,10,0,0,0,0,0,0.1,1.1,11,0,8.7,6.6,98.1,14.86,1,0,0,1,0,0,15.9,22.5,86,1,4,TEN,0,16.4,0.9740741,CLE,1,25.7,0.9185185,DEN,1,15.9,0.6148148,Train,15.953230617,15.696484197,16.870928641,15.860558271,22.548003865,21.466910789,22.641355234,21.630984863
Jalen Hurts,PHI,QB,10,18.2,26.3,219.7,1.2,0.5,10.3,41.7,4.05,1.1,0,0,0,0,0,0.6,0.4,1.1,0,0,22.6,22.6,76,2,5,PIT,1,11.2,0.6254826,WAS,0,16.6,0.8532819,DAL,1,20.5,1.1119691,Train,22.553866749,21.167181668,21.47996159,22.145830316,22.599402554,21.207025497,21.51980542,22.185674146
Baker Mayfield,TAM,QB,10,24.3,34.4,250.5,2.4,0.9,3.6,19.2,5.33,0.2,0,0,0,0,0,0.7,0,0.2,0,0.1,21.1,21.1,63,3,6,LAC,0,14.1,0.5197133,DAL,0,20.5,1.0322581,CAR,1,18.6,1.1111111,Train,21.118814224,19.940933772,20.632188253,20.700073557,21.122699571,19.944333451,20.635587931,20.703473236
Joe Burrow,CIN,QB,10,24.6,35.8,267.2,2.4,0.4,2.9,12.3,4.24,0.1,0,0,0,0,0,0.5,0.1,0.1,0,0,21.1,21.1,62,4,7,TEN,0,16.2,0.9740741,CLE,1,16.6,0.9185185,DEN,1,13.8,0.6148148,Train,21.114365166,20.192476927,20.476921372,20.166551001,21.09888471,20.178931529,20.463375973,20.153005603
Jayden Daniels,WAS,QB,11,18.4,26.7,212.5,0.91,0.27,8.36,43.8,5.24,0.36,0,0,0,0,0,0.27,0,0.36,0,0.18,18.5,18.5,55,5,8,NOR,0,13.9,0.8428571,PHI,1,13.1,0.6392857,ATL,1,18.2,0.8892857,Train,18.533077118,17.690728193,17.84037105,18.37537105,18.504425039,17.665657623,17.81530048,18.35030048
Alvin Kamara,NOR,RB,10,0,0,0,0,0,16.7,71.5,4.28,0.6,6.9,5.1,42.1,8.25,0.1,0.1,0,0.7,0,0,15.6,20.7,54,3,9,WAS,1,20.2,0.9285714,GNB,0,17.7,0.894958,LVR,1,20.3,1.197479,Train,15.555214988,15.973670258,15.470308913,16.010561014,20.654023887,20.435128044,19.931766699,20.4720188
Josh Allen,BUF,QB,10,19,29.9,228.1,1.7,0.4,5.5,26.1,4.75,0.4,0,0,0,0,0,0.5,0.2,0.4,0,0.1,19.9,19.9,51,6,10,DET,0,14.4,0.6082474,NWE,1,14.3,0.7731959,NYJ,1,14.9,0.7560137,Train,19.943692581,18.951555751,19.208050596,19.266332383,19.945286265,18.952950224,19.20944507,19.267726857
Bijan Robinson,ATL,RB,10,0,0,0,0,0,15.5,74.8,4.83,0.6,4.6,4.1,33.1,8.07,0.1,0,0,0.7,0,0,15,19.1,49,4,11,LVR,0,20.3,1.2837838,NYG,1,18.4,1,WAS,0,20.2,0.9954955,Train,14.973801796,15.26045495,15.292076571,15.221626121,19.073026143,18.847276253,18.878897875,18.808447424
George Kittle,SFO,TE,8,0,0,0,0,0,0,0,0,0,6.63,5.38,70,13.02,0.88,0,0,0.88,0,0,12.3,17.6,46,1,12,LAR,1,9.2,0.956,MIA,0,5,0.884,DET,1,3.9,0.708,Train,12.312110165,12.038696394,11.361496394,11.483896394,17.682747815,16.738004338,16.060804338,16.183204338
Justin Jefferson,MIN,WR,9,0.11,0.11,2.44,0,0,0.11,0.33,3,0,8.67,5.89,92.3,15.68,0.56,0.11,0,0.56,0,0,12.7,18.6,44,2,13,CHI,1,16,0.7663934,SEA,0,22.1,0.9754098,GNB,1,19.4,0.8729508,Train,12.809749452,13.135170115,13.516071754,13.485825852,18.649163244,18.244657183,18.625558822,18.595312921
Jahmyr Gibbs,DET,RB,9,0,0,0,0,0,13.6,80.8,5.96,0.78,3.11,2.44,22.4,9.18,0.11,0,0,0.89,0,0,15.7,18.1,41,5,14,BUF,1,21.5,0.5803571,CHI,0,18.5,0.5565476,SFO,0,18.3,0.6607143,Train,15.655669383,16.156746424,15.604365472,15.594782138,18.107431124,18.302037947,17.749656995,17.740073662
Terry McLaurin,WAS,WR,11,0,0,0,0,0,0.18,0.18,1,0,6.18,4.36,65.5,15.02,0.55,0.09,0.09,0.55,0,0,9.64,14,37,3,15,NOR,0,21.4,0.8428571,PHI,1,17.4,0.6392857,ATL,1,22,0.8892857,Train,9.7505639301,10.756029153,10.58567201,11.07067201,14.087707733,14.551029981,14.380672838,14.865672838
Kyren Williams,LAR,RB,9,0,0,0,0,0,19.6,73.8,3.77,0.89,3.44,2.78,15.1,5.44,0.22,0.33,0.22,1.11,0,0,15.1,17.9,36,6,16,SFO,0,18.3,1.0422535,NYJ,0,18.3,1.0328638,ARI,1,19.9,1.0328638,Train,15.082448232,15.131367556,15.130428588,15.540428588,17.917636804,17.612157556,17.611218589,18.021218589
Kyler Murray,ARI,QB,10,19.1,27.6,205.8,1.2,0.3,4.6,37.1,8.07,0.4,0,0,0,0,0,0.6,0.3,0.4,0,0,17.9,17.9,32,7,17,NWE,1,14.3,0.9453782,CAR,0,18.6,1.302521,LAR,0,15.8,1.0042017,Train,17.947959555,17.479002426,17.694716711,17.384884779,17.951871021,17.482424959,17.698139244,17.388307311
Chuba Hubbard,CAR,RB,10,0,0,0,0,0,16.1,81.8,5.08,0.6,3.5,3,12.4,4.13,0.1,0.3,0.2,0.7,0,0,13.2,16.2,32,7,18,DAL,1,22.4,1.7245509,ARI,1,19.9,1.3173653,TAM,0,19.5,1.5928144,Train,13.198952517,14.211538542,13.920819979,13.658364889,16.22032571,16.855240086,16.564521523,16.302066433
Drake London,ATL,WR,10,0,0,0,0,0,0,0,0,0,8.2,5.8,64.9,11.19,0.6,0,0,0.6,0,0,10.1,15.9,31,4,19,LVR,0,17.2,1.2837838,NYG,1,20.4,1,WAS,0,20.6,0.9954955,Train,10.124510197,10.707324801,11.248946422,11.018495972,15.907824937,15.767725198,16.30934682,16.078896369
Garrett Wilson,NYJ,WR,10,0,0,0,0,0,0.1,0.5,5,0,10,6.5,70.4,10.83,0.5,0.1,0.1,0.5,0.1,0,10.1,16.6,31,5,20,JAX,0,23.4,1.5513514,LAR,1,24.3,1.2918919,BUF,0,17,1.0540541,Train,10.102241125,11.334596119,11.648650173,10.644866389,16.605639703,17.025069875,17.339123929,16.335340146
James Cook,BUF,RB,9,0,0,0,0,0,14.2,64,4.5,0.89,2.78,2.22,19.4,8.75,0.11,0,0,1,0,0,14.3,16.6,30,9,21,DET,0,15.2,0.6082474,NWE,1,20.9,0.7731959,NYJ,1,18.3,0.7560137,Train,14.327424085,14.117320817,14.953815662,14.692097449,16.577807905,16.086406659,16.922901504,16.661183291
Joe Mixon,HOU,RB,7,0,0.14,0,0,0,21.6,93.6,4.34,1,3.43,2.29,22.7,9.94,0.14,0,0,1.14,0,0,18.4,20.8,30,8,22,MIA,1,20.4,0.9866071,KAN,0,10,0.8526786,BAL,1,15.2,1.0982143,Train,18.464861511,18.545414536,17.242021679,18.036575251,20.782786719,20.573599094,19.270206237,20.064759808
Amon-Ra St. Brown,DET,WR,9,0.11,0.11,0.78,0.11,0,0,0,0,0,7.44,6,58.2,9.7,0.78,0,0,0.78,0,0,11,17,29,6,23,BUF,1,17,0.5803571,CHI,0,16,0.5565476,SFO,0,19.5,0.6607143,Train,10.968985532,11.605898054,11.253517102,11.613933769,16.975050578,16.86120497,16.508824018,16.869240685
Darnell Mooney,ATL,WR,10,0,0.1,0,0,0,0,0,0,0,7.8,4.6,68.4,14.87,0.5,0,0,0.5,0,0,9.8,14.4,29,7,24,LVR,0,17.2,1.2837838,NYG,1,20.4,1,WAS,0,20.6,0.9954955,Validation,9.7360860851,10.367453703,10.909075324,10.678624874,14.406552935,14.454112197,14.995733818,14.765283368
CeeDee Lamb,DAL,WR,9,0,0,0,0,0,1.22,6.11,5,0,10.4,6.56,75.7,11.54,0.44,0.11,0.11,0.44,0.11,0,10.9,17.4,28,8,25,CAR,0,19,1.5736041,TAM,1,23.9,1.3502538,PHI,0,17.4,0.9086294,Train,10.846688318,11.548212685,12.265877659,11.321715223,17.399030248,17.281511873,17.999176848,17.055014411
Jayden Reed,GNB,WR,9,0,0,0,0,0,1.22,12.2,10,0.11,5.22,4,68.9,17.22,0.33,0.11,0,0.44,0,0,10.8,14.8,28,9,26,SEA,0,22.1,0.952,NOR,1,21.4,0.944,MIN,0,24.9,0.68,Train,10.807334633,11.761617804,11.940817804,12.014417804,14.777786669,15.235763336,15.414963336,15.488563336
James Conner,ARI,RB,10,0,0,0,0,0,15.9,69.7,4.38,0.5,3,2.4,24.7,10.29,0,0.3,0.1,0.5,0.2,0,12.6,15,27,10,27,NWE,1,20.9,0.9453782,CAR,0,26.3,1.302521,LAR,0,17.8,1.0042017,Test,12.628847594,13.48477946,13.810493745,12.930661813,15.045627744,15.599462091,15.925176377,15.045344444
Brian Thomas,JAX,WR,10,0,0,0,0,0,0.3,1.5,5,0,5.6,3.7,60.7,16.41,0.5,0,0,0.5,0.2,0,9.6,13.3,27,10,28,NYJ,1,16.4,1.1640212,LVR,0,17.2,1.5079365,TEN,1,16.4,1.3915344,Train,9.6410170227,10.442292011,10.306683546,10.465043334,13.33987426,13.678792094,13.543183628,13.701543417
Zay Flowers,BAL,WR,10,0,0,0,0,0,0.6,4.7,7.83,0,7.3,5,68.8,13.76,0.3,0,0,0.3,0,0,9.2,14.2,23,11,29,NYG,0,20.4,0.7302632,PIT,1,18.5,0.5328947,HOU,0,23.9,0.7434211,Validation,9.1694922601,10.136332043,10.176595201,10.487647833,14.185788232,14.525591018,14.565854176,14.876906808
Brock Purdy,SFO,QB,9,20.1,30.9,272.7,1.33,0.78,5.11,25.2,4.93,0.33,0,0,0,0,0,0.67,0.22,0.33,0,0,18.8,18.8,22,8,30,LAR,1,15.8,0.956,MIA,0,11.7,0.884,DET,1,14.4,0.708,Validation,18.72732378,18.312008307,17.644808307,18.147208307,18.712891158,18.299379763,17.632179763,18.134579763
David Montgomery,DET,RB,9,0.11,0.11,0.33,0.11,0,13.6,57.8,4.26,0.89,2.22,2,20.6,10.28,0,0.22,0.11,0.89,0,0,13.4,15.4,22,11,31,BUF,1,21.5,0.5803571,CHI,0,18.5,0.5565476,SFO,0,18.3,0.6607143,Test,13.383171352,14.168310647,13.615929695,13.606346362,15.420682575,15.951132967,15.398752015,15.389168682
Brock Bowers,LVR,TE,9,0,0,0,0,0,0.11,1.33,12,0,8.11,6.33,64.4,10.18,0.22,0,0,0.22,0,0,7.89,14.2,21,2,32,ATL,1,8.1,1.3315508,JAX,1,9.1,1.5347594,NOR,0,6.2,1.2620321,Train,7.8900522361,8.0969507868,8.2172716424,7.6499989151,14.207693004,13.624886459,13.745207314,13.177934587
Bo Nix,DEN,QB,10,20.6,32.4,196.8,1,0.6,6.1,29,4.75,0.4,0.1,0.1,0.2,2,0.1,0.1,0,0.5,0,0,16.6,16.7,20,9,33,IND,1,17.2,1.0607477,LAC,0,14.1,0.6775701,CIN,0,20.4,1.2570093,Test,16.609733801,16.609591842,16.011274085,16.69921801,16.691849782,16.681443326,16.083125569,16.771069494
Chris Godwin,TAM,WR,7,0,0,0,0,0,0.14,0.29,2,0,8.86,7.14,82.3,11.52,0.71,0.14,0,0.71,0,0,12.6,19.7,19,12,34,LAC,0,18.2,0.5197133,DAL,0,21.7,1.0322581,CAR,1,19,1.1111111,Train,12.54662587,12.850268962,13.251523443,13.239408747,19.665754903,19.079506866,19.480761346,19.468646651
Tucker Kraft,GNB,TE,9,0,0,0,0,0,0.22,0.44,2,0,4.33,3.11,41.8,13.43,0.56,0.11,0.11,0.56,0.11,0,7.56,10.7,18,3,35,SEA,0,7.5,0.952,NOR,1,6.2,0.944,MIN,0,6,0.68,Train,7.6000363854,7.4952318372,7.6144318372,7.3180318372,10.722859648,10.227702192,10.346902192,10.050502192
Trey McBride,ARI,TE,9,0,0,0,0,0,0.11,0.22,2,0.11,7.22,5.44,61.3,11.27,0,0,0,0.11,0,0,7.44,12.9,18,4,36,NWE,1,6.4,0.9453782,CAR,0,11.5,1.302521,LAR,0,9.2,1.0042017,Train,6.8532422468,6.9811247811,7.2768390668,7.0170071341,12.250552457,11.703771215,11.999485501,11.739653568
Cade Otton,TAM,TE,10,0,0,0,0,0,0.1,-0.4,-4,0,7,4.9,45.6,9.31,0.4,0.2,0.1,0.4,0,0,6.7,11.6,17,5,37,LAC,0,5.4,0.5197133,DAL,0,7.5,1.0322581,CAR,1,11.5,1.1111111,Train,6.7591805096,6.506254272,6.7675087523,7.425394057,11.64314927,10.779726937,11.040981418,11.698866722
Kyle Pitts,ATL,TE,10,0,0,0,0,0,0,0,0,0,4.9,3.4,48.5,14.26,0.3,0,0,0.3,0,0,6.7,10.1,17,6,38,LVR,0,9.4,1.2837838,NYG,1,3.9,1,WAS,0,6.9,0.9954955,Train,6.7096098219,6.9392869725,6.6109085942,6.6604581437,10.07722915,9.8859538848,9.5575755065,9.607125056
J.K. Dobbins,LAC,RB,9,0,0,0,0,0,15.7,74.4,4.75,0.67,3.11,2.67,12.4,4.67,0,0,0,0.67,0,0,12.7,15.4,16,12,39,TAM,1,19.5,1.2090909,DEN,1,17.7,0.7545455,NWE,0,20.9,1.0227273,Test,12.624533505,13.367375908,13.141921363,13.238739545,15.250497179,15.665094123,15.439639577,15.536457759
Mark Andrews,BAL,TE,10,0,0,0,0,0,0,0,0,0,3.6,3,35.7,11.9,0.5,0,0,0.5,0,0,6.6,9.57,16,7,40,NYG,0,3.9,0.7302632,PIT,1,6,0.5328947,HOU,0,4.7,0.7434211,Train,6.5984449329,6.2366656321,6.67692879,6.3179814215,9.5901541645,8.8544112097,9.2946743676,8.9357269992
Breece Hall,NYJ,RB,10,0,0,0,0,0,13.6,55.4,4.07,0.3,5.4,3.9,35.8,9.18,0.1,0.4,0.1,0.4,0,0,11.3,15.2,15,13,41,JAX,0,21.3,1.5513514,LAR,1,17.8,1.2918919,BUF,0,21.5,1.0540541,Train,11.35006716,12.2164439,12.090497954,12.186714171,15.233908692,15.614805241,15.488859295,15.585075511
Marvin Harrison Jr.,ARI,WR,10,0,0,0,0,0,0,0,0,0,6,3.3,49.9,15.12,0.6,0.1,0.1,0.6,0,0,8.4,11.7,15,13,42,NWE,1,19.7,0.9453782,CAR,0,19,1.302521,LAR,0,24.3,1.0042017,Test,8.336866402,9.6092959169,9.3250102026,9.8251782698,11.622018036,12.483803597,12.199517882,12.69968595
Josh Jacobs,GNB,RB,9,0,0,0,0,0,17.6,84.7,4.82,0.33,2.67,2.11,14.2,6.74,0.11,0.22,0.11,0.44,0,0,12.3,14.4,13,14,43,SEA,0,20.4,0.952,NOR,1,22.4,0.944,MIN,0,13.2,0.68,Train,12.324536647,12.919169566,13.368369566,12.171969566,14.420771296,14.753374884,15.202574884,14.006174884
A.J. Brown,PHI,WR,7,0,0,0,0,0,0,0,0,0,7,4.71,88.3,18.73,0.43,0,0,0.43,0,0,11.4,16.1,12,14,44,PIT,1,18.5,0.6254826,WAS,0,20.6,0.8532819,DAL,1,21.7,1.1119691,Train,11.518804673,12.241502352,12.224282274,12.610151,16.164145158,16.306175276,16.288955198,16.674823924
Chase Brown,CIN,RB,10,0,0,0,0,0,11.8,52.1,4.42,0.5,3.7,3,15,5,0.2,0.2,0.1,0.7,0.1,0,10.9,13.9,11,15,45,TEN,0,19.1,0.9740741,CLE,1,16.2,0.9185185,DEN,1,17.7,0.6148148,Train,10.872212803,11.52059361,11.475038055,11.594667684,13.907018266,14.17604839,14.130492835,14.250122464
Travis Kelce,KAN,TE,9,0,0,0,0,0,0.11,0.11,1,0,8.44,6.67,55.4,8.32,0.22,0.22,0.11,0.22,0,0,6.67,13.3,11,8,46,CLE,0,4.7,1.0333333,HOU,1,4.7,0.9416667,PIT,0,6,0.675,Train,6.658315453,6.3993593547,6.640192688,6.4935260214,13.312864102,12.222089422,12.462922756,12.316256089
Malik Nabers,NYG,WR,8,0,0.13,0,0,0,0.5,-0.25,-0.5,0,11.8,7.63,75.9,9.95,0.38,0,0,0.38,0,0,9.88,17.4,10,15,47,BAL,1,30.9,1.5769231,ATL,0,22,1.5961538,IND,1,21.8,1.4551282,Validation,9.8614217348,12.126436326,10.988359403,11.204256838,17.402742952,18.725092391,17.587015468,17.802912904
Courtland Sutton,DEN,WR,10,0.2,0.2,3,0.1,0,0,0,0,0,7.7,4.2,56.9,13.55,0.3,0.1,0.1,0.3,0,0,7.8,12,10,16,48,IND,1,21.8,1.0607477,LAC,0,18.2,0.6775701,CIN,0,20.9,1.2570093,Train,7.8875608359,9.4376904977,8.7893727407,9.117316666,12.058812392,13.087535609,12.439217852,12.767161778
De'Von Achane,MIA,RB,9,0,0,0,0,0,11.7,50.8,4.35,0.22,5.22,4.67,35.2,7.55,0.33,0,0,0.55,0,0,11.9,16.6,9,16,49,HOU,0,15.2,1.2486188,SFO,1,18.3,1.2265193,CLE,0,16.2,1.3701657,Train,11.880196752,12.040034036,12.597824092,12.152188733,16.547775248,16.124165221,16.681955276,16.236319917
Aaron Jones,MIN,RB,9,0,0,0,0,0,15.8,72.6,4.6,0.22,3.56,3.11,28.7,9.21,0.11,0.11,0.11,0.33,0,0,11.9,15,9,17,50,CHI,1,18.5,0.7663934,SEA,0,20.4,0.9754098,GNB,1,17.7,0.8729508,Train,11.904799882,12.593339241,12.554240881,12.523994979,14.991396149,15.294110974,15.255012614,15.224766712
Zach Ertz,WAS,TE,11,0,0,0,0,0,0,0,0,0,5.55,3.91,38.9,9.95,0.18,0.09,0,0.18,0.18,0,5.36,9.25,9,9,51,NOR,0,6.2,0.8428571,PHI,1,4.6,0.6392857,ATL,1,8.1,0.8892857,Train,5.3359793835,5.3732676748,5.442910532,5.817910532,9.2354572239,8.7853107852,8.8549536423,9.2299536423
Kirk Cousins,ATL,QB,10,22.7,33.3,263.4,1.7,0.8,1.8,-0.3,-0.17,0,0,0,0,0,0,1,0.2,0,0,0,15.3,15.3,8,10,52,LVR,0,18,1.2837838,NYG,1,17.2,1,WAS,0,16.6,0.9954955,Train,15.356353896,15.365188037,15.506809659,15.196359209,15.31606366,15.329934081,15.471555703,15.161105252
DeVonta Smith,PHI,WR,9,0,0,0,0,0,0,0,0,0,6.22,4.56,57.3,12.59,0.44,0,0,0.44,0,0,8.44,13,8,19,53,PIT,1,18.5,0.6254826,WAS,0,20.6,0.8532819,DAL,1,21.7,1.1119691,Train,8.4167216428,9.5271797,9.5099596228,9.8958283486,12.949404662,13.493277342,13.476057264,13.86192599
Alec Pierce,IND,WR,10,0,0,0,0,0,0,0,0,0,4,2.3,51.6,22.43,0.4,0,0,0.4,0,0,7.6,9.86,8,18,54,DEN,0,15.9,0.772093,TEN,1,16.4,1.2232558,NYG,0,20.4,1.0325581,Train,7.6465127894,8.357907993,8.7030242721,8.8339545047,9.9188635153,10.346214878,10.691331157,10.82226139
Jaxon Smith-Njigba,SEA,WR,9,0.11,0.11,3.89,0,0,0,0,0,0,8.33,5.56,63.1,11.36,0.33,0.11,0,0.33,0,0,8.44,14,8,17,55,GNB,1,19.4,0.926087,MIN,1,24.9,0.7391304,CHI,0,16,0.8130435,Validation,8.4998842095,9.720007379,10.251311727,9.1187030312,14.021333396,14.551275417,15.082579765,13.949971069
D'Andre Swift,CHI,RB,9,0,0,0,0,0,15.7,62.7,4,0.44,3.33,2.89,25.6,8.85,0,0.22,0,0.44,0.11,0,11.7,14.6,7,18,56,MIN,0,13.2,0.8762887,DET,1,15.2,0.9123711,SEA,1,20.4,1.2268041,Train,11.685506498,11.632447052,12.086055299,12.637498598,14.569607416,14.156035355,14.609643602,15.161086901
Stefon Diggs,HOU,WR,8,0.13,0.13,1.63,0,0,0.38,1,2.67,0.13,8,5.88,62,10.55,0.38,0,0,0.51,0,0,9.38,15.2,7,20,57,MIA,1,17,0.9866071,KAN,0,18.8,0.8526786,BAL,1,30.9,1.0982143,Train,9.4451559085,10.313172134,10.229779277,11.714332848,15.313111765,15.447633509,15.364240652,16.848794223
Nico Collins,HOU,WR,5,0,0,0,0,0,0,0,0,0,9,6.4,113.4,17.72,0.6,0,0,0.6,0,0,15,21.3,7,21,58,MIA,1,17,0.9866071,KAN,0,18.8,0.8526786,BAL,1,30.9,1.0982143,Train,15.055904943,15.222577539,15.139184682,16.623738254,21.379043143,20.755323464,20.671930607,22.156484179
Geno Smith,SEA,QB,9,25.9,38,284.4,1.22,1.11,4,21.4,5.36,0.11,0,0,0,0,0,0.44,0,0.11,0,0,16.9,16.9,6,11,59,GNB,1,13.7,0.926087,MIN,1,13.7,0.7391304,CHI,0,10.4,0.8130435,Test,16.913121171,16.51158972,16.492894068,15.920285372,16.897506867,16.497927204,16.479231552,15.906622856
Rashod Bateman,BAL,WR,10,0,0,0,0,0,0,0,0,0,4.7,3.1,50.1,16.16,0.4,0,0,0.4,0,0,7.4,10.5,6,22,60,NYG,0,20.4,0.7302632,PIT,1,18.5,0.5328947,HOU,0,23.9,0.7434211,Train,7.4764488458,8.6549190559,8.6951822138,9.0062348453,10.548450648,11.342920633,11.383183791,11.694236422
Calvin Ridley,TEN,WR,9,0,0,0,0,0,0.44,3.56,8,0.11,7.56,3.56,53.7,15.09,0.33,0.11,0.11,0.44,0,0,8.22,11.7,6,23,61,CIN,1,20.9,1.5823529,IND,0,21.8,1.3352941,JAX,0,23.4,1.6882353,Train,8.2117411052,9.6835087612,9.4988028788,9.6940969965,11.771427463,12.798234324,12.613528442,12.80882256
Kenneth Walker III,SEA,RB,7,0,0,0,0,0,14.1,56.9,4.02,0.86,4.86,4.29,31,7.23,0.14,0,0,1,0,0,14.9,19.1,5,19,62,GNB,1,17.7,0.926087,MIN,1,13.2,0.7391304,CHI,0,18.5,0.8130435,Validation,14.894139248,15.144980537,14.676284885,14.963676189,19.122699147,18.84497045,18.376274797,18.663666102
Brian Robinson Jr.,WAS,RB,8,0,0,0,0,0,14.6,65.5,4.48,0.88,1.63,1.25,11,8.8,0,0,0,0.88,0,0,12.9,14.2,5,20,63,NOR,0,22.4,0.8428571,PHI,1,13.7,0.6392857,ATL,1,15.2,0.8892857,Train,12.926708344,13.635155515,12.994798372,13.169798372,14.201093775,14.750242767,14.109885625,14.284885625
George Pickens,PIT,WR,9,0,0,0,0,0,0.22,-0.67,-3,0,7.22,4.44,71,15.98,0.22,0.11,0.11,0.22,0,0,8.11,12.6,5,24,64,PHI,0,17.4,0.7682403,BAL,0,30.9,1.055794,KAN,1,18.8,0.8197425,Train,8.2364438004,9.0237123597,10.402467725,9.4188625743,12.61970212,12.859063389,14.237818754,13.254213604
Ladd McConkey,LAC,WR,9,0,0,0,0,0,0,0,0,0,6,4.11,54.7,13.3,0.44,0.11,0,0.44,0,0,8.11,12.2,5,25,65,TAM,1,23.9,1.2090909,DEN,1,15.9,0.7545455,NWE,0,19.7,1.0227273,Train,8.1697322108,9.9094247754,9.0639702299,9.2207884118,12.251742245,13.481183555,12.63572901,12.792547192
Sam LaPorta,DET,TE,9,0,0,0,0,0,0,0,0,0,3.56,2.78,40.7,14.64,0.33,0,0,0.33,0,0,6.11,8.84,5,10,66,BUF,1,5.1,0.5803571,CHI,0,6.7,0.5565476,SFO,0,5.1,0.6607143,Train,6.100338475,6.15583188,6.0634509276,5.9138675942,8.8553988654,8.5665097215,8.4741287691,8.3245454358
Jonathan Taylor,IND,RB,7,0,0,0,0,0,18,88,4.89,0.71,2.86,1.71,15.4,9,0,0.14,0,0.71,0,0,14.6,16.3,4,21,67,DEN,0,17.7,0.772093,TEN,1,19.1,1.2232558,NYG,0,18.4,1.0325581,Train,14.619601517,14.63936063,15.074476909,14.735407142,16.327872207,16.134097484,16.569213763,16.230143995
Rhamondre Stevenson,NWE,RB,9,0,0,0,0,0,14.9,56.9,3.82,0.67,3.22,2.67,11.3,4.25,0.11,0.44,0.22,0.78,0.11,0,11.2,13.9,3,22,68,ARI,0,19.9,1.3333333,BUF,0,21.5,1.1818182,LAC,1,11.7,0.8787879,Test,11.33580563,12.04216326,12.187011745,11.426708714,13.971092167,14.34803898,14.492887465,13.732584434
Allen Lazard,NYJ,WR,7,0,0,0,0,0,0,0,0,0,6.29,4.29,58.9,13.73,0.71,0,0,0.71,0,0,10.1,14.5,3,26,69,JAX,0,23.4,1.5513514,LAR,1,24.3,1.2918919,BUF,0,17,1.0540541,Validation,10.120149942,11.350266334,11.664320388,10.660536605,14.441270302,15.131246649,15.445300703,14.44151692
D.K. Metcalf,SEA,WR,7,0,0,0,0,0,0,0,0,0,8.71,5,81.1,16.23,0.43,0.29,0.29,0.43,0,0,10.1,15.1,3,27,70,GNB,1,19.4,0.926087,MIN,1,24.9,0.7391304,CHI,0,16,0.8130435,Train,10.216201867,11.221785329,11.753089677,10.620480982,15.182505,15.567300571,16.098604918,14.965996223
Cole Kmet,CHI,TE,9,0,0,0,0,0,0,0,0,0,3.78,3.22,35.1,10.9,0.33,0,0,0.33,0.11,0,5.78,8.96,3,11,71,MIN,0,6,0.8762887,DET,1,3.9,0.9123711,SEA,1,7.5,1.2268041,Validation,5.8346544937,5.792951548,5.8365597954,6.2280030944,9.0035878867,8.5657682669,8.6093765143,9.0008198133
Tony Pollard,TEN,RB,9,0,0,0,0,0,16.8,74,4.41,0.33,4,3.11,17.1,5.5,0,0,0,0.33,0,0,11.1,14.2,2,23,72,CIN,1,16.3,1.5823529,IND,0,18.4,1.3352941,JAX,0,21.3,1.6882353,Train,11.086031614,11.738512956,11.673807074,11.999101192,14.179414019,14.445222561,14.380516679,14.705810796
Mike Evans,TAM,WR,7,0,0,0,0,0,0,0,0,0,6.43,3.71,47.9,12.88,0.86,0,0,0.86,0,0,10,13.6,2,28,73,LAC,0,18.2,0.5197133,DAL,0,21.7,1.0322581,CAR,1,19,1.1111111,Train,9.9936938028,10.616453404,11.017707884,11.005593189,13.712477806,13.870389407,14.271643887,14.259529192
